old_path,new_path,path_changed,sha256_before,sha256_after,file_hash_changed,change_reason
outputs/evaluation/field_validation/analysis/reconciliation_effect.png,outputs/evaluation/field_validation/analysis/reconciliation_effect.png,False,2af4ad841d8eb259dc92372ff002bd96e6ecacc693b5ad9fbe0e3d9e9ce4e449,3b6d79a0e147a7bec68858e7fd70b0f16376511b04843c9258970f83b2f952e4,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/analysis/reconciliation_summary.csv,outputs/evaluation/field_validation/analysis/reconciliation_summary.csv,False,f6efd370991dffe1b40100fc0489c53ff02d690b06556e7dddc6dbd5333413b1,295f124795147266d4962754461fc4f97f189237da4163124c346db42ef42e81,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance.pdf,outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance.pdf,False,304581da9239f763ba79d09a36656ac698a41f945480be2d2c9915b6ff84490e,304581da9239f763ba79d09a36656ac698a41f945480be2d2c9915b6ff84490e,False,Unchanged baseline file.
outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance.png,outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance.png,False,e6acaca2d6e8d629adc0d51733764a7fc66d67af9ab33d8e40695753d1407fed,e6acaca2d6e8d629adc0d51733764a7fc66d67af9ab33d8e40695753d1407fed,False,Unchanged baseline file.
outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance_main_focus.pdf,outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance_main_focus.pdf,False,e10ba77825c302c6289b1bfbf15f333290b8788d5bab6c560341ef06dc3a5c4e,e10ba77825c302c6289b1bfbf15f333290b8788d5bab6c560341ef06dc3a5c4e,False,Unchanged baseline file.
outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance_main_focus.png,outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance_main_focus.png,False,a1ceca0b36f7b2b06fbca94386e460bcecc99823870c8e66a8eb76940f9c7a7e,a1ceca0b36f7b2b06fbca94386e460bcecc99823870c8e66a8eb76940f9c7a7e,False,Unchanged baseline file.
outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance_v2.pdf,outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance_v2.pdf,False,d2d48083b88b11891e3ad59f7cd5ff487d86fe96761618968084493b923e7f8b,d2d48083b88b11891e3ad59f7cd5ff487d86fe96761618968084493b923e7f8b,False,Unchanged baseline file.
outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance_v2.png,outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance_v2.png,False,d87e4d8b4f295b33ec2adb2b06ad226933d9557cee9b9590d54c0b9ea0dbf26a,d87e4d8b4f295b33ec2adb2b06ad226933d9557cee9b9590d54c0b9ea0dbf26a,False,Unchanged baseline file.
outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance_vf_supports.pdf,outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance_vf_supports.pdf,False,e77b2175a83abaa55da0cad97bf582e0548c55e5b5d016a1bc2a4dcd6b59fa3c,e77b2175a83abaa55da0cad97bf582e0548c55e5b5d016a1bc2a4dcd6b59fa3c,False,Unchanged baseline file.
outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance_vf_supports.png,outputs/evaluation/field_validation/analysis/rf25_cv/rf25_cross_validation_performance_vf_supports.png,False,57d258cc0fdfb3ff7682d94c467eac1b99358e5ac195d86aee816a64f7cfd3a7,57d258cc0fdfb3ff7682d94c467eac1b99358e5ac195d86aee816a64f7cfd3a7,False,Unchanged baseline file.
outputs/evaluation/field_validation/analysis/station_diagnostics.csv,outputs/evaluation/field_validation/analysis/station_diagnostics.csv,False,1a9476e93d2e549c973254c8e8ee00a54a226f58778f3d047368092ee21132fc,8135be28f383d549e26cb1d711fdfea0fba722b608562aa008609814569539f0,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/analysis/support_summary.csv,outputs/evaluation/field_validation/analysis/support_summary.csv,False,fb1b5be48f1f5a92a8eb41e102607cbd01dc58e7d5175c8611eb26b4a603d3c3,8db56cdff5472fdac6196ed53f05a79e9ce63e69e7f42910edbe72084b7ef234,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/analysis/time_series_by_station.png,outputs/evaluation/field_validation/analysis/time_series_by_station.png,False,87b7f6736c4506e6aa60cb8bcf4ef33a67f0b32c4ef7626b1031f009e9e6662a,1b805973fdd043c1ca316727af0ca8a4988eceff382143797090a5d888294b2f,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/audit_support_graph.py,outputs/evaluation/field_validation/audit_support_graph.py,False,de9597b0dcd0f7e67d408c50c7d2fd9476f792f15c77b9f1bd944bb08b8115db,de9597b0dcd0f7e67d408c50c7d2fd9476f792f15c77b9f1bd944bb08b8115db,False,Unchanged baseline file.
outputs/evaluation/field_validation/field_daily_qc.csv,outputs/evaluation/field_validation/field_daily_qc.csv,False,1aa89a2385e70d7824a9a1357967720240dfc8f2644272d771b9e4d6818fef76,495d6bf8bd15d688afe590448e6a3f62fd937a8fb508fc248f2dd95d4b50817e,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/field_period_pairs.csv,outputs/evaluation/field_validation/field_period_pairs.csv,False,877d2819b329c495f6788f9a0cfdf834a94033d04cd24af8787914690c5fcae1,ef37b46f8d2622628a50a4a9a3ef8fe48b28aeaff8c31d31214c5f326282d989,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/field_validation_attrition.csv,outputs/evaluation/field_validation/field_validation_attrition.csv,False,fd729c9381a016f6365aa3985cd56cab2e981e485d1c3101049459281b9380b8,93f2c89de769ea49203873022d1626dd50cd149d54550ca2fd9c2d73bf9eab36,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/field_validation_by_station.csv,outputs/evaluation/field_validation/field_validation_by_station.csv,False,bfa3815538e287febdc8f88e52fef7dbdcb55365ad011160a76f5906fb6877dc,66da430a04b01ddd5897f563d186bdfb7d73957c922aec83e35625044765f71e,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/field_validation_metadata.json,outputs/evaluation/field_validation/field_validation_metadata.json,False,c6e01c1a7e1901fd0004c722871077d91a2b8d7a6cfa2c88d78c71033cd02514,94b1449c388b2b2d62ae6647ad35f357902608fc9bf81dca7cba77c23f23dc24,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/field_validation_metrics.csv,outputs/evaluation/field_validation/field_validation_metrics.csv,False,598404fce0fb63878900b43fce50aecb6eb9b136c008072edb45d19e720dac6d,c9f89a4950737169e951ca23a88dd4377efd595d6befd060da099e66e56de1b3,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/field_validation_review.xlsx,outputs/evaluation/field_validation/field_validation_review.xlsx,False,1afd01a176661810e8a463752552967ab3e78294b4e7e87f330cfdd96532d711,6087ebffca0cd406258e9d9c205ef0fde2f3054ec3376d416633903f8878fe6a,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST01/metadata.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST02/metadata.json,True,aef369b6ce8a4eeeb355e6b7d2ca879f4468355cb174a2250cb428ced69d50ca,6098c8e6af855d58d4dfca07a47d723e4361f69ecbce01e9f0abc54dfb0d42df,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST01/MODIS_halo7_ST01_2022-03-14_native.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST02/MODIS_halo7_ST02_2022-03-14_native.tif,True,2a4e2bda4b54554c4cc120ec24c66cdedafa7a8adb2c3350c01e7a80aec26b18,2a4e2bda4b54554c4cc120ec24c66cdedafa7a8adb2c3350c01e7a80aec26b18,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST01/raw/ST01_halo7.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST02/raw/ST02_halo7.json,True,59cc948b7d62c645976fcc0240f673130b985b82578d25c106f57b052f500ac6,71e9410169a13b3bd7c970a08d292137849201e41f154f47ffe29ef036e4e85b,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST01/raw/ST01_halo7.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST02/raw/ST02_halo7.tif,True,31d9fa11041e9426d4c3a32fef59bdc6de91db998a08adc758b49654f481e7c0,31d9fa11041e9426d4c3a32fef59bdc6de91db998a08adc758b49654f481e7c0,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST01/RF25_halo7_ST01_2022-03-14_20m.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST02/RF25_halo7_ST02_2022-03-14_20m.tif,True,e1600cce3ac243fc1fc659153882d57f1c446316e642389b03cc72fa6d59a248,d3b2f29f3f6147b312188ed15e59c335888557e28ac179b2e3c955a6c05a4fa3,True,"Only embedded station_id metadata changed; arrays, masks and support identical."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST02/metadata.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST03/metadata.json,True,325b3e6a62f32e0dab7b2e11134f2f7f8a00b69b6cb051c370d9409f69d0e9f7,b589b21d81d285c846090c802d81ed02321e304296601b4a3d0f80d3f9ba0f00,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST02/MODIS_halo7_ST02_2022-03-14_native.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST03/MODIS_halo7_ST03_2022-03-14_native.tif,True,9a5058e3603042a492d7e2bbbae0e288d316ef0647c2f371c59f29446dbf8cd8,9a5058e3603042a492d7e2bbbae0e288d316ef0647c2f371c59f29446dbf8cd8,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST02/raw/ST02_halo7.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST03/raw/ST03_halo7.json,True,a7459f595f32ad1087cbf972cc7de4ff6ef5b43cc8fb9408bf5d8d1c86b576a2,8fe19660642747f6a3d3915a926eccaadff90b19605e4760fb1cf826f59d231d,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST02/raw/ST02_halo7.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST03/raw/ST03_halo7.tif,True,4b4eb870bfea1c7e11e169d059dc5582b5d6ca4248619b4bb3277b2a08000f41,4b4eb870bfea1c7e11e169d059dc5582b5d6ca4248619b4bb3277b2a08000f41,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST02/RF25_halo7_ST02_2022-03-14_20m.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST03/RF25_halo7_ST03_2022-03-14_20m.tif,True,c952fd26f7b9da5923480124409e6ebfd5739e1208fabdebe00ac949e472dbf7,ea3fc639bd88159030325ff57a05fbefd8e24c0bb7ce4121242b12c2de5ebff1,True,"Only embedded station_id metadata changed; arrays, masks and support identical."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST03/metadata.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST04/metadata.json,True,d10a455e684d8bb90bd0cee743e50f5c000c9a2bbe992625bcbc4f765d6b0030,4dc55326bcabf7a01271e2315aef549b1e70ebb7790299a6ab0d1bd075e69c04,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST03/MODIS_halo7_ST03_2022-03-14_native.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST04/MODIS_halo7_ST04_2022-03-14_native.tif,True,fbbf39f6f491d98b0ccfe2431193435b8b0f0cb2c2be2ca12648538ab2a3d236,fbbf39f6f491d98b0ccfe2431193435b8b0f0cb2c2be2ca12648538ab2a3d236,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST03/raw/ST03_halo7.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST04/raw/ST04_halo7.json,True,50341fe06e775e06552ec6337ca82b577d0e7d52cc9077c3c6020f3f89b47e94,1a38d570f25ca60793f415cdf8a2c7ddac20b88fe91d46bf34f22691a623517f,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST03/raw/ST03_halo7.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST04/raw/ST04_halo7.tif,True,61454406524c18808430e7b44b93009106dfa12ed60e255bd23c07e80f2486f8,61454406524c18808430e7b44b93009106dfa12ed60e255bd23c07e80f2486f8,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST03/RF25_halo7_ST03_2022-03-14_20m.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST04/RF25_halo7_ST04_2022-03-14_20m.tif,True,f6b1ab3c6d013200b83e2863ea6e7d9fed3bedcc6ba9e33eb9a75580ee7ec347,842c47eb7ffb44be516e40b4ca9e9a974459a8d770468819a04b4e63fa45ded2,True,"Only embedded station_id metadata changed; arrays, masks and support identical."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST04/metadata.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST01/metadata.json,True,1096c918fc286ec5dfe46b724a6bfcbad4dc6c1416fdad6b07dd5bc05c7a2b04,8503ca3e664be20197584d49cf396d0a425fb8c14a9da83743def337f2daa241,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST04/MODIS_halo7_ST04_2022-03-14_native.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST01/MODIS_halo7_ST01_2022-03-14_native.tif,True,8332dd10f866aaa30f6fe36cdabf0dad66ac2dc4cc67b40814175ad30f73ede8,8332dd10f866aaa30f6fe36cdabf0dad66ac2dc4cc67b40814175ad30f73ede8,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST04/raw/ST04_halo7.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST01/raw/ST01_halo7.json,True,c7a4549723c5210d9d3062ce6e8318df464b6f7ce0b2c78dc016860ba3825d93,98eb5af11749db6e6fadaee0c88fda570a450feb268f14670fe8a686236b62b8,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST04/raw/ST04_halo7.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST01/raw/ST01_halo7.tif,True,9db5a72bb80e6249ecb4d3085344e16fdc9b70b9d82bf56e9a1bebdbc09c4845,9db5a72bb80e6249ecb4d3085344e16fdc9b70b9d82bf56e9a1bebdbc09c4845,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST04/RF25_halo7_ST04_2022-03-14_20m.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST01/RF25_halo7_ST01_2022-03-14_20m.tif,True,b28f1c5e30fcce0f5014c92b9e7fcbbaf9658092d45661fa5a49e72dab5b84bf,de893aeda97993a0eae8b1072ffd48b3df713388f755281dce03ccd0a99a483a,True,"Only embedded station_id metadata changed; arrays, masks and support identical."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST05/metadata.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST05/metadata.json,False,c09585ccfe67397294aa2a5e7157955215fc795deb16549a5fc5c2f915f1d8cc,54fa797d073d0bed81370adcec52f8528e442f4a9bcf094ffefcac9615fc0790,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST05/MODIS_halo7_ST05_2022-03-14_native.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST05/MODIS_halo7_ST05_2022-03-14_native.tif,False,3e7f8326d4e16162c3558c4bde2f3e15734864e3f446fb01e01bc601f1df06d3,3e7f8326d4e16162c3558c4bde2f3e15734864e3f446fb01e01bc601f1df06d3,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST05/raw/ST05_halo7.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST05/raw/ST05_halo7.json,False,708cb9eba532c558ba5307de92439ab9be71a290a54c2c9b43575005bc912e64,84bc5ad57ede61923bb19e1d9a8811f149daee610f197a0c1eb048bc38253bdd,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST05/raw/ST05_halo7.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST05/raw/ST05_halo7.tif,False,d19af92e3c9897f49903cef6b55f799b2603ce7688beb6c0f2ead39b8c33c9ae,d19af92e3c9897f49903cef6b55f799b2603ce7688beb6c0f2ead39b8c33c9ae,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST05/RF25_halo7_ST05_2022-03-14_20m.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-14/ST05/RF25_halo7_ST05_2022-03-14_20m.tif,False,4f9e014039cf8f464abe035e22ce5974a70cfc43ae9ace627e0facdccb383739,4f9e014039cf8f464abe035e22ce5974a70cfc43ae9ace627e0facdccb383739,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST01/metadata.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST02/metadata.json,True,b037a2b70ae539f4e1fbc61b2492228712a9dbad93979cb7e485f398a688fff9,375d466089456ac94f16b121808a7965cb615d71ac2a6f50fa2e7fd091e17fe6,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST01/MODIS_halo7_ST01_2022-03-22_native.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST02/MODIS_halo7_ST02_2022-03-22_native.tif,True,1f2278ab00e0812f249c4ae44e1a001dc7e677ed47d0e4df6b4d17b8183fac78,1f2278ab00e0812f249c4ae44e1a001dc7e677ed47d0e4df6b4d17b8183fac78,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST01/raw/ST01_halo7.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST02/raw/ST02_halo7.json,True,5c57aa3d2d3b8cf93fd255598315f4e3da60e9c21472a835bb18a68f2e0ce00e,cf6bcd7ed9b1f951e97be6f5b2741025fe7e988ee2f1beb9ba16422e0e56c195,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST01/raw/ST01_halo7.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST02/raw/ST02_halo7.tif,True,7fafbef0c68f54a41286bf8665be7e0ff6897956be77e462d565f326d4446a02,7fafbef0c68f54a41286bf8665be7e0ff6897956be77e462d565f326d4446a02,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST01/RF25_halo7_ST01_2022-03-22_20m.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST02/RF25_halo7_ST02_2022-03-22_20m.tif,True,e8cca761c02b0c6601e9dcfa15fb9714608efab2d7ca173ed9fa268c669b5323,b527707fccbf25f68f9386045a7cca657c5f9d52872ca2b9ca20722524e76270,True,"Only embedded station_id metadata changed; arrays, masks and support identical."
outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST02/metadata.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST03/metadata.json,True,1f32af66adadda9c59e8f569f1c395b8eacd67c956fcb3b4a6e607c0f1836527,ed384dc83e870286e97d2d9b4b511ebbd024e169e918e8abbcb7acf685fb3c85,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST02/MODIS_halo7_ST02_2022-03-22_native.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST03/MODIS_halo7_ST03_2022-03-22_native.tif,True,3b5f097905ffa940b7f010d698ea82b8b8bf4ae569ba161f23dc8a80391947fd,3b5f097905ffa940b7f010d698ea82b8b8bf4ae569ba161f23dc8a80391947fd,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST02/raw/ST02_halo7.json,outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST03/raw/ST03_halo7.json,True,232e8ffc0333e560a23d9a2a92f6d8c6f1945ee91e280436fbc2b5e6d1afbab4,9502bc8ba87839f1940d0dcbdd84da48765ca3562e825c945d06956afa7db4b6,True,"Current identity labels, paths, metadata, workbook packaging, derived output or station pair-key digest; scientific values preserved."
outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST02/raw/ST02_halo7.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST03/raw/ST03_halo7.tif,True,02a52e0417d916629ada70b339a01f72c29c645b89a97e4f9efe711c418bc05c,02a52e0417d916629ada70b339a01f72c29c645b89a97e4f9efe711c418bc05c,False,Bytes identical; physical identity path may be renamed.
outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST02/RF25_halo7_ST02_2022-03-22_20m.tif,outputs/evaluation/field_validation/local_halo7_products/2022-03-22/ST03/RF25_halo7_ST03_2022-03-22_20m.tif,True,309de3db56056f9ce82d1d84929ed9085c245c8cd385f0fa4aa3b9b99c40786a,750e39b2b5a6abb2bc0714e1ab7fcfafeefd1b1e10b5676453ae11b49a3e2a4c,True,"Only embedded station_id metadata changed; arrays, masks and support identical."
